City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,elgin,42.0373,-88.2812,4.67,96,100,2.57,US,1701513802
358,garner,35.7113,-78.6142,18.68,96,100,1.98,US,1701513803
359,mata-utu,-13.2816,-176.1745,28.39,76,100,5.16,WF,1701513803
360,revda,56.801,59.9303,-5.96,95,100,4.33,RU,1701513804
361,ceeldheer,3.8488,47.1806,30.09,44,99,7.32,SO,1701513805
362,romanovo,52.6182,81.2271,-0.96,96,100,6.57,RU,1701513806
363,cameron,26.117,-97.5169,19.41,79,100,3.6,US,1701513807
364,ferkessedougou,9.6,-5.2,34.42,39,53,1.39,CI,1701513808
365,mbandaka,0.0487,18.2603,25.48,83,100,1.53,CD,1701513808
366,dalbandin,28.8947,64.4101,21.97,23,0,0.74,PK,1701513809
367,san juan,-31.5375,-68.5364,24.58,44,0,6.27,AR,1701513724
368,kailua-kona,19.6406,-155.9956,23.11,99,10,0.89,US,1701513811
369,lebu,-37.6167,-73.65,9.91,74,21,6.11,CL,1701513812
370,diamantino,-14.4086,-56.4461,29.05,50,47,1.48,BR,1701513813
371,al majaridah,19.1236,41.9111,31.02,32,0,3.2,SA,1701513814
372,boa vista,2.8197,-60.6733,24.99,69,0,4.12,BR,1701513815
373,nalut,30.3333,10.85,23.52,12,100,5.56,LY,1701513816
374,taoudenni,22.6783,-3.9836,28.66,8,25,2.75,ML,1701513816
375,port hueneme,34.1478,-119.1951,13.63,57,0,3.6,US,1701513817
376,yarrawonga,-36.0167,146.0,16.17,79,9,4.62,AU,1701513818
377,osterburg,52.7833,11.7667,-1.62,96,100,2.28,DE,1701513819
378,vadso,70.0744,29.7487,-4.91,80,75,5.14,NO,1701513820
379,port lincoln,-34.7333,135.8667,15.15,74,28,4.85,AU,1701513821
380,east grand forks,47.93,-97.0245,-3.87,79,75,4.63,US,1701513822
381,kutum,14.2,24.6667,27.66,14,40,3.54,SD,1701513823
382,burang,30.25,81.1667,-5.15,64,0,2.71,CN,1701513824
383,waingapu,-9.6567,120.2641,28.0,82,100,1.7,ID,1701513825
384,vrede,-27.4257,29.1659,33.31,13,0,1.73,ZA,1701513826
385,sorochinsk,52.4338,53.1583,1.05,85,100,8.86,RU,1701513827
386,kavarna,43.4333,28.3333,19.6,73,14,8.51,BG,1701513828
387,dwarka,22.2394,68.9678,27.53,47,0,7.03,IN,1701513830
388,bikenibeu village,1.3673,173.1241,28.98,84,40,3.09,KI,1701513830
389,leticia,-4.2153,-69.9406,24.03,100,75,2.06,CO,1701513832
390,alamosa,37.4695,-105.87,-14.01,92,0,2.57,US,1701513833
391,kununurra,-15.7667,128.7333,31.99,48,60,3.09,AU,1701513834
392,wamba,8.9333,8.6,32.44,22,82,3.0,NG,1701513835
393,guadalupe,25.6833,-100.25,19.11,100,100,1.54,MX,1701513673
394,roost-warendin,50.4167,3.0833,1.08,84,60,2.57,FR,1701513836
395,chonchi,-42.6128,-73.8092,5.07,81,26,1.63,CL,1701513837
396,wangqing,43.3218,129.7634,-8.6,87,86,0.13,CN,1701513838
397,abashiri,44.0213,144.2697,-3.84,63,40,5.14,JP,1701513839
398,aljezur,37.3191,-8.8033,15.07,66,58,4.91,PT,1701513839
399,kattivakkam,13.2167,80.3167,29.05,83,96,8.43,IN,1701513840
400,neryungri,56.6709,124.6491,-22.73,98,100,1.38,RU,1701513841
401,codrington,-38.2667,141.9667,13.38,83,98,3.91,AU,1701513842
402,macapa,0.0389,-51.0664,25.99,94,20,0.51,BR,1701513607
403,namibe,-15.1961,12.1522,24.66,74,100,4.53,AO,1701513844
404,chita,52.0333,113.55,-6.06,58,23,4.0,RU,1701513845
405,nadi,-17.8,177.4167,26.0,78,20,3.09,FJ,1701513846
406,cabo san lucas,22.8909,-109.9124,20.42,69,56,3.19,MX,1701513775
407,wanning,18.8003,110.3967,23.28,90,98,6.49,CN,1701513847
408,al hudaydah,14.7978,42.9545,29.18,61,62,6.8,YE,1701513848
409,bambanglipuro,-7.95,110.2833,25.96,79,100,3.42,ID,1701513849
410,port-saint-louis-du-rhone,43.3833,4.8,9.13,53,20,9.26,FR,1701513850
411,huayin,34.5675,110.0921,6.3,29,74,1.62,CN,1701513851
412,mawu,29.5923,107.3139,8.92,83,99,0.74,CN,1701513852
413,iwon-up,40.3231,128.6553,0.4,48,32,4.03,KP,1701513854
414,dawson creek,55.7666,-120.2362,-12.2,85,0,1.03,CA,1701513855
415,new norfolk,-42.7826,147.0587,15.72,88,100,0.85,AU,1701513856
416,nueva gerona,21.8833,-82.8,25.29,88,86,3.94,CU,1701513858
417,presidente medici,-11.1753,-61.9014,24.14,92,68,1.45,BR,1701513859
418,kitangari,-10.65,39.3333,26.89,73,88,0.89,TZ,1701513860
419,rampur,28.8167,79.0333,26.28,36,11,2.75,IN,1701513687
420,ocos,14.5094,-92.1933,24.74,84,0,2.14,GT,1701513861
421,usogorsk,63.4106,48.6872,-11.85,99,92,1.12,RU,1701513862
422,lazaro cardenas,17.9583,-102.2,25.15,73,98,1.46,MX,1701513620
423,reigate,51.2376,-0.2078,0.8,96,100,2.57,GB,1701513864
424,dolores,-36.3132,-57.6792,20.69,85,0,1.29,AR,1701513865
425,uttarkashi,30.7333,78.45,16.9,42,0,1.59,IN,1701513866
426,sao tome,0.3365,6.7273,27.08,75,98,1.78,ST,1701513867
427,kokshetau,53.2775,69.3883,1.18,80,75,7.0,KZ,1701513868
428,dubbo,-32.25,148.6167,19.07,68,40,2.57,AU,1701513785
429,bilsanda,28.25,79.95,25.43,36,0,2.41,IN,1701513870
430,chandler,33.3062,-111.8412,10.25,84,0,0.0,US,1701513660
431,cedeira,43.6797,-8.0209,9.89,57,71,1.18,ES,1701513872
432,port augusta,-32.5,137.7667,18.5,66,35,7.65,AU,1701513873
433,palikir - national government center,6.9248,158.1611,27.41,83,100,5.14,FM,1701513873
434,necochea,-38.5473,-58.7368,20.63,70,0,2.5,AR,1701513874
435,kyshtovka,56.555,76.6271,-7.59,93,100,4.02,RU,1701513875
436,naryn,41.4287,75.9911,-4.51,74,58,2.65,KG,1701513876
437,swan hill,-35.3378,143.5544,16.75,70,31,2.91,AU,1701513877
438,kudahuvadhoo,2.6708,72.8944,28.33,74,66,6.05,MV,1701513878
439,kiruna,67.8557,20.2251,-12.49,92,100,0.0,SE,1701513878
440,santa marta de ortigueira,43.6833,-7.85,10.6,57,73,0.45,ES,1701513879
441,juankoski,63.0667,28.35,-9.02,96,99,1.32,FI,1701513880
442,luis correia,-2.8792,-41.6669,28.0,83,75,6.17,BR,1701513881
443,coquimbo,-29.9533,-71.3436,13.85,88,100,1.03,CL,1701513713
444,manjhanpur,25.5333,81.3833,27.62,47,0,1.32,IN,1701513883
445,argo,37.6333,22.7333,19.32,60,100,2.08,GR,1701513884
446,cam ranh,11.9214,109.1591,26.98,89,75,7.2,VN,1701513884
447,arteche,12.2645,125.4048,26.46,87,100,4.23,PH,1701513885
448,goksun,38.021,36.4973,12.42,51,56,1.61,TR,1701513886
449,mazagao,-0.115,-51.2894,26.03,84,38,2.17,BR,1701513887
450,vilyuchinsk,52.9306,158.4028,-6.85,84,17,4.17,RU,1701513888
451,zhezqazghan,47.7833,67.7667,0.32,86,100,4.0,KZ,1701513889
452,sibolga,1.7427,98.7792,25.53,90,74,0.69,ID,1701513889
453,sinop,41.7711,34.8709,16.27,57,27,5.28,TR,1701513890
454,benidorm,38.5382,-0.131,16.94,41,0,3.26,ES,1701513891
455,rabak,13.1809,32.74,36.13,17,8,4.9,SD,1701513893
456,kuching,1.55,110.3333,29.12,79,20,2.06,MY,1701513894
457,missoula,47.0166,-113.8009,-5.09,89,97,1.81,US,1701513851
458,vernon,50.2581,-119.2691,0.34,86,100,1.54,CA,1701513895
459,la sarre,48.8002,-79.1996,-14.71,95,100,0.73,CA,1701513896
460,markaz-e hukumat-e darweshan,31.1323,64.1934,21.52,25,4,1.82,AF,1701513897
461,nantucket,41.2835,-70.0995,11.08,99,100,3.09,US,1701513898
462,coahuayana de hidalgo,18.7,-103.6583,23.22,79,94,1.43,MX,1701513899
463,jatani,20.1667,85.7,29.02,48,40,2.06,IN,1701513899
464,khash,28.2211,61.2158,19.37,24,0,0.87,IR,1701513900
465,dawei,14.0833,98.2,28.88,64,47,3.74,MM,1701513901
466,najran,17.4924,44.1277,25.36,21,3,6.65,SA,1701513902
467,hammerfest,70.6634,23.6821,-6.75,73,98,3.09,NO,1701513903
468,palavas-les-flots,43.528,3.9271,9.99,50,0,8.23,FR,1701513904
469,bazarnyye mataki,54.8833,49.9333,-1.66,97,100,2.68,RU,1701513905
470,saint-pierre,-21.3393,55.4781,25.82,61,75,1.03,RE,1701513906
471,undurkhaan,47.3194,110.6556,-10.51,84,21,3.45,MN,1701513907
472,itacarambi,-15.1022,-44.0919,29.51,40,80,2.04,BR,1701513908
473,cataingan,12.003,123.992,26.0,88,87,6.39,PH,1701513909
474,selkirk,50.1436,-96.8845,-2.18,80,80,4.02,CA,1701513905
475,dhaunkal,32.4062,74.1369,24.01,30,0,1.05,PK,1701513911
476,bonthe,7.5264,-12.505,30.77,63,97,0.7,SL,1701513911
477,jijiga,9.35,42.8,23.67,26,25,7.66,ET,1701513912
478,andrelandia,-21.7397,-44.3092,24.76,66,62,0.63,BR,1701513913
479,tangalle,6.024,80.7911,28.09,83,100,6.23,LK,1701513914
480,vila franca do campo,37.7167,-25.4333,18.23,99,100,5.21,PT,1701513915
481,shevchenko,48.5,35.0,3.7,88,100,3.55,UA,1701513916
482,poli,-3.3333,36.8,23.71,56,82,1.54,TZ,1701513917
483,puerto armuelles,8.2833,-82.8667,23.94,86,45,1.79,PA,1701513918
484,watampone,-4.5386,120.3279,27.61,79,100,2.53,ID,1701513919
485,san-pedro,4.7485,-6.6363,29.52,70,64,2.79,CI,1701513920
486,plettenberg bay,-34.0527,23.3716,21.01,66,44,3.69,ZA,1701513921
487,shawinigan,46.5668,-72.7491,0.58,93,100,2.06,CA,1701513868
488,mateus leme,-19.9864,-44.4278,24.02,77,55,0.96,BR,1701513922
489,puerto el triunfo,13.2833,-88.55,24.64,76,92,1.85,SV,1701513923
490,ma'an,26.9775,110.7211,9.63,71,100,1.48,CN,1701513924
491,novofedorivka,46.1713,32.3178,12.75,91,72,7.13,UA,1701513925
492,isola di capo rizzuto,38.96,17.0933,21.21,77,0,7.72,IT,1701513926
493,itapirapua,-15.8233,-50.6133,30.26,45,21,1.24,BR,1701513927
494,saint-vincent-de-tyrosse,43.6603,-1.308,7.66,94,98,2.06,FR,1701513912
495,priozersk,61.0393,30.1291,-3.89,85,99,2.54,RU,1701513928
496,eirunepe,-6.6603,-69.8736,22.4,98,61,0.67,BR,1701513929
497,dickson,36.077,-87.3878,14.11,98,100,0.45,US,1701513930
498,bom jesus,-9.0744,-44.3586,31.47,33,0,1.75,BR,1701513931
499,bakchar,57.0186,82.0711,-7.41,95,99,2.63,RU,1701513932
500,saacow,1.6279,42.4407,34.45,33,96,4.91,SO,1701513933
501,toppenish,46.3774,-120.3087,-0.9,90,99,2.71,US,1701513934
502,trincomalee,8.5711,81.2335,24.92,92,100,6.19,LK,1701513935
503,zeerust,-25.5369,26.0751,33.84,14,4,4.71,ZA,1701513935
504,lorengau,-2.0226,147.2712,27.1,79,87,0.71,PG,1701513936
505,nam som,17.7704,102.1895,27.61,67,98,1.77,TH,1701513937
506,sturgis,41.7992,-85.4192,6.15,95,100,3.09,US,1701513938
507,voznesensk,47.5649,31.3308,9.51,83,100,4.2,UA,1701513939
508,papao,-17.75,-149.55,26.82,82,24,8.37,PF,1701513940
509,chesma,53.8111,60.6533,0.0,99,100,5.73,RU,1701513941
510,madera,37.1666,-119.8343,11.1,80,94,1.58,US,1701513941
511,mount pearl,47.5166,-52.7813,5.08,96,75,4.63,CA,1701513942
512,swinoujscie,53.9105,14.2471,-2.7,100,100,3.09,PL,1701513943
513,boende,-0.2167,20.8667,28.96,64,100,1.37,CD,1701513944
514,astara,38.5,48.6667,21.99,50,0,1.47,AZ,1701513945
515,ta`u,-14.2336,-169.5144,27.47,80,100,5.62,AS,1701513946
516,guanica,17.9716,-66.908,22.28,95,3,2.26,PR,1701513947
517,caleta de carquin,-11.0925,-77.6267,19.62,88,100,4.3,PE,1701513947
518,yatou,37.15,122.3833,2.08,69,2,3.66,CN,1701513949
519,asha,54.9973,57.2722,-2.68,98,100,1.34,RU,1701513950
520,el tigre,8.8875,-64.2454,22.5,90,87,4.12,VE,1701513951
521,padang,-0.9492,100.3543,28.03,88,98,1.56,ID,1701513952
522,porto novo,6.4965,2.6036,30.9,63,97,2.6,BJ,1701513953
523,christchurch,-43.5333,172.6333,19.11,55,100,5.14,NZ,1701513881
524,parun,35.4207,70.9221,0.4,69,55,1.69,AF,1701513954
525,belyy yar,53.6039,91.3903,0.94,69,0,6.0,RU,1701513955
526,saint-philippe,-21.3585,55.7679,25.77,91,100,1.56,RE,1701513956
527,kargil,34.5667,76.1,-0.49,38,25,0.93,IN,1701513844
528,solnechnyy,50.7214,136.6319,-18.87,97,37,1.56,RU,1701513958
529,ketchikan,55.3422,-131.6461,4.26,93,100,2.06,US,1701513959
530,kingscliff,-28.2667,153.5667,25.96,88,33,2.06,AU,1701513959
531,puerto baquerizo moreno,-0.9,-89.6,23.98,82,57,6.14,EC,1701513915
532,kuta,-8.7233,115.1723,27.97,78,75,2.24,ID,1701513962
533,kpandae,8.4689,-0.0113,33.3,45,95,0.66,GH,1701513963
534,kuala terengganu,5.3302,103.1408,27.97,83,40,4.12,MY,1701513964
535,shima,24.4478,117.8111,17.01,66,62,4.57,CN,1701513965
536,sodra sandby,56.5667,16.6167,-1.17,94,100,4.88,SE,1701513966
537,hutchinson,38.0608,-97.9298,-1.82,100,0,1.54,US,1701513966
538,mikumi,-7.4041,36.9831,30.22,55,59,2.46,TZ,1701513967
539,south upi,6.8333,124.15,23.49,85,9,0.98,PH,1701513968
540,kachkanar,58.7,59.4948,-11.57,96,100,2.72,RU,1701513969
541,terenozek,45.05,64.9833,10.19,39,62,3.41,KZ,1701513970
542,borogontsy,62.6683,131.1683,-32.72,99,100,1.01,RU,1701513971
543,port sudan,19.6175,37.2164,28.99,64,31,5.71,SD,1701513972
544,scottburgh,-30.2867,30.7532,24.66,72,38,5.09,ZA,1701513972
545,siwa oasis,29.2041,25.5195,21.83,44,0,1.44,EG,1701513974
546,kudymkar,59.0173,54.656,-8.91,97,100,2.08,RU,1701513975
547,port hedland,-20.3167,118.5667,27.03,69,1,7.72,AU,1701513976
548,ujae,8.9322,165.7642,28.01,78,63,7.91,MH,1701513977
549,santarem,-2.4431,-54.7083,26.07,94,0,2.06,BR,1701513978
550,ishigaki,24.3448,124.1572,19.07,100,75,7.72,JP,1701513979
551,valledupar,10.4631,-73.2532,21.71,71,40,2.74,CO,1701513980
552,tremonton,41.7119,-112.1655,0.44,75,100,3.09,US,1701513981
553,vredendal,-31.6683,18.5012,27.8,34,0,8.47,ZA,1701513982
554,san pedro pochutla,15.7333,-96.4667,23.31,62,44,1.51,MX,1701513983
555,bogale,16.2833,95.4,27.62,70,81,2.77,MM,1701513984
556,igarka,67.4667,86.5833,-28.34,97,8,4.49,RU,1701513985
557,tilcara,-23.5776,-65.3509,13.56,75,67,1.6,AR,1701513986
558,caluula,11.9661,50.7569,26.94,62,5,6.72,SO,1701513986
559,laojunmiao,39.8333,97.7333,-2.39,28,85,0.73,CN,1701513987
560,suva,-18.1416,178.4415,26.71,94,40,2.06,FJ,1701513988
561,faya-largeau,17.9257,19.1043,31.43,9,10,8.52,TD,1701513989
562,lisala,2.15,21.5167,31.4,51,100,1.77,CD,1701513990
563,akcakale,36.7111,38.9475,17.9,40,3,1.25,TR,1701513991
564,sao geraldo do araguaia,-6.4006,-48.555,28.41,65,0,2.36,BR,1701513992
565,mhamid,29.82,-5.72,20.85,38,0,3.43,MA,1701513993
566,selty,57.3132,52.1345,-5.07,94,100,3.97,RU,1701513993
567,palma soriano,20.2172,-75.9989,22.48,93,46,0.57,CU,1701513994
568,mo i rana,66.3128,14.1428,-13.15,81,0,2.24,NO,1701513995
569,solleftea,63.1667,17.2667,-11.08,95,95,1.95,SE,1701513996
570,malynivka,49.8167,36.7333,0.33,92,100,2.46,UA,1701513997
571,inari,68.906,27.0288,-20.89,99,99,1.17,FI,1701513998
572,yangiobod,41.1192,70.0941,9.15,39,100,0.82,UZ,1701513999
573,bakhmach,51.1808,32.7569,-1.81,91,100,2.91,UA,1701514000
574,antalaha,-14.9003,50.2788,27.54,73,92,4.23,MG,1701514000
575,embarcacion,-23.209,-64.096,29.01,77,52,1.02,AR,1701514001
576,cascais,38.6979,-9.4215,15.28,81,20,16.09,PT,1701514002
577,willowmore,-33.2926,23.4895,27.1,31,97,2.39,ZA,1701514003
578,ugoofaaru,5.6667,73.0,28.71,70,71,3.19,MV,1701514004
579,bischofshofen,47.4167,13.2167,4.74,97,100,2.19,AT,1701514005
580,lodja,-3.4833,23.4333,21.24,98,100,0.87,CD,1701514005
581,gandajika,-6.75,23.95,24.26,84,90,1.9,CD,1701514006
582,ankazoabo,-22.2833,44.5167,34.53,28,9,4.62,MG,1701514007
583,zunyi,27.6867,106.9072,6.92,88,100,0.56,CN,1701514008
584,ocean shores,46.9737,-124.1563,11.64,93,100,14.4,US,1701514009
585,taltal,-25.4,-70.4833,16.99,76,39,0.42,CL,1701514010
586,grande prairie,55.1667,-118.8027,-10.9,85,40,1.54,CA,1701514010
587,natal,-5.795,-35.2094,27.12,78,75,6.17,BR,1701513879
588,berlin,52.5244,13.4105,-2.19,91,100,2.68,DE,1701513929
589,taguatinga,-12.3857,-46.5711,31.66,37,24,0.53,BR,1701514014
590,uliastay,47.7417,96.8444,-11.62,70,10,2.96,MN,1701514015
591,fort st. john,56.2499,-120.8529,-13.06,85,20,1.03,CA,1701514015
592,san luis de la loma,17.2706,-100.8939,25.59,69,98,2.15,MX,1701514016
